5136,11,4.5
918,11,5.0
2824,11,4.5
3867,11,4.0
860,11,4.0
2968,11,5.0
3525,11,4.0
4323,11,5.0
4360,11,4.0
89,11,4.0
442,11,3.0
3556,11,4.0
2492,11,4.5
5062,11,4.0
2486,11,3.5
5136,12,5.0
918,12,5.0
3867,12,4.0
860,12,4.0
3712,12,4.5
2968,12,4.5
3525,12,4.0
4323,12,5.0
4360,12,4.0
2756,12,5.0
89,12,4.5
3556,12,4.0
2492,12,3.5
5062,12,4.0
2486,12,2.0
4942,12,3.5
2288,12,3.5
5136,13,5.0
918,13,4.5
2824,13,5.0
3867,13,4.5
860,13,4.5
2968,13,5.0
3525,13,4.5
4323,13,5.0
3617,13,5.0
4360,13,4.5
2756,13,4.5
89,13,5.0
442,13,3.0
3556,13,4.0
5261,13,5.0
2492,13,3.5
5062,13,4.5
2486,13,4.5
4942,13,4.0
2267,13,3.5
4809,13,4.5
3853,13,3.5
2288,13,3.5
5136,14,4.0
3712,14,4.5
2968,14,2.0
3525,14,3.5
4323,14,5.0
3617,14,3.5
4360,14,5.0
2756,14,3.5
442,14,4.0
3556,14,4.0
2492,14,3.5
5062,14,4.5
2486,14,3.5
4942,14,4.0
4809,14,3.5
1648,22,4.0
5136,22,5.0
918,22,3.0
2824,22,4.5
3867,22,4.0
860,22,2.5
2968,22,5.0
3525,22,3.0
4323,22,4.0
3617,22,4.0
4360,22,4.5
2756,22,4.0
442,22,1.0
3556,22,3.0
5261,22,1.5
2492,22,4.0
5062,22,4.0
2486,22,2.5
4942,22,3.5
4809,22,5.0
2288,22,3.5
1648,24,3.0
5136,24,5.0
2824,24,4.0
3867,24,3.0
860,24,3.0
2968,24,0.5
3525,24,3.5
4323,24,5.0
3617,24,4.0
4360,24,4.0
2756,24,4.0
89,24,5.0
442,24,5.0
3556,24,5.0
5261,24,0.5
2492,24,4.0
5062,24,4.0
2486,24,4.5
4942,24,4.0
2267,24,5.0
3853,24,5.0
2288,24,3.0
5136,38,5.0
918,38,5.0
2968,38,0.5
3525,38,4.0
4323,38,5.0
4360,38,3.0
89,38,5.0
442,38,3.0
5062,38,4.0
2486,38,3.0
4942,38,5.0
2267,38,1.5
4809,38,5.0
3853,38,5.0
5136,63,3.0
860,63,4.0
2968,63,2.5
3525,63,3.5
4323,63,2.0
442,63,2.0
5261,63,4.0
2492,63,4.0
2486,63,3.5
3853,63,4.0
2288,63,5.0
918,77,5.0
2824,77,5.0
860,77,4.5
2968,77,3.0
3525,77,4.5
4323,77,3.5
3617,77,3.5
4360,77,4.0
2756,77,4.0
442,77,4.0
5261,77,5.0
2492,77,4.0
5062,77,4.0
2486,77,4.5
4942,77,5.0
2267,77,4.0
3853,77,4.5
2288,77,5.0
5136,85,5.0
3867,85,4.5
2968,85,3.0
3525,85,4.0
4323,85,5.0
4360,85,4.5
442,85,5.0
3556,85,4.0
2492,85,5.0
5062,85,4.0
2486,85,4.5
4942,85,3.5
3853,85,4.0
2288,85,3.0
5136,98,3.5
2824,98,5.0
3867,98,4.0
860,98,4.0
2968,98,4.5
3525,98,3.5
4323,98,4.0
3617,98,5.0
4360,98,3.0
2756,98,5.0
442,98,4.0
3556,98,3.5
5261,98,3.5
2492,98,5.0
5062,98,4.0
2486,98,2.0
4942,98,4.5
2267,98,3.0
4809,98,4.5
3853,98,3.0
2288,98,4.0
1648,105,4.5
5136,105,5.0
918,105,5.0
860,105,4.5
2968,105,5.0
3525,105,4.0
4323,105,5.0
4360,105,3.5
2756,105,4.0
89,105,5.0
442,105,5.0
3556,105,4.0
5261,105,5.0
2492,105,3.5
5062,105,4.5
2486,105,4.5
4942,105,4.5
2288,105,2.0
2824,107,5.0
860,107,3.5
2968,107,4.5
3525,107,4.0
2756,107,4.0
5261,107,3.5
5062,107,4.0
2486,107,3.0
4942,107,2.5
2288,107,3.0
5136,114,3.5
3867,114,4.0
3712,114,4.0
2968,114,2.5
3525,114,3.5
4323,114,5.0
4360,114,4.5
2756,114,3.0
89,114,3.5
3556,114,3.5
2492,114,4.0
2486,114,2.5
4942,114,3.0
2288,114,2.0
5136,120,5.0
2824,120,4.0
3867,120,5.0
3712,120,5.0
2968,120,5.0
3525,120,4.0
4323,120,0.5
4360,120,3.0
2756,120,4.0
442,120,5.0
3556,120,3.5
2492,120,3.5
5062,120,4.5
2486,120,4.0
4942,120,4.5
2267,120,2.5
3853,120,5.0
2288,120,4.0
5136,121,5.0
918,121,4.5
2824,121,4.0
3867,121,5.0
3712,121,5.0
2968,121,4.5
3525,121,4.0
4323,121,1.0
4360,121,4.0
2756,121,5.0
442,121,5.0
3556,121,3.0
5261,121,1.0
2492,121,4.0
5062,121,4.5
2486,121,4.0
4942,121,4.5
3853,121,5.0
2288,121,4.0
5136,122,5.0
2824,122,4.0
3867,122,5.0
3712,122,5.0
2968,122,5.0
3525,122,4.0
4323,122,0.5
4360,122,3.0
2756,122,4.0
442,122,5.0
3556,122,3.5
2492,122,5.0
5062,122,5.0
2486,122,4.5
4942,122,4.5
2267,122,2.5
3853,122,4.0
2288,122,4.0
2968,134,2.0
3556,134,4.5
5062,134,4.0
2486,134,2.0
2267,134,2.5
5136,141,3.0
860,141,2.5
2968,141,2.5
3525,141,4.5
89,141,4.5
442,141,3.0
5261,141,3.5
5062,141,4.5
2486,141,2.0
4942,141,4.0
3853,141,4.0
1648,146,2.5
5136,146,4.0
860,146,3.5
3712,146,5.0
2968,146,5.0
3525,146,2.5
4323,146,0.5
3617,146,3.5
2756,146,3.5
3556,146,4.5
2492,146,3.5
5062,146,3.5
2486,146,4.0
2267,146,4.0
4809,146,4.0
2288,146,4.0
5136,153,4.5
3712,153,4.0
2968,153,5.0
3525,153,3.5
4323,153,4.0
442,153,3.0
3556,153,4.0
2492,153,4.0
5062,153,4.5
2486,153,4.0
3853,153,4.5
2288,153,1.5
1648,155,5.0
5136,155,5.0
2824,155,5.0
3867,155,5.0
860,155,4.0
2968,155,5.0
3525,155,3.5
4323,155,5.0
3617,155,4.0
4360,155,5.0
2756,155,4.0
89,155,5.0
442,155,3.0
5261,155,4.5
2492,155,5.0
5062,155,4.5
2486,155,4.5
4942,155,4.5
2267,155,3.0
4809,155,4.5
3853,155,5.0
2288,155,3.5
1648,161,4.0
5136,161,4.5
3867,161,4.0
860,161,3.5
3712,161,4.0
2968,161,5.0
3525,161,4.0
4323,161,5.0
3617,161,4.5
4360,161,5.0
2756,161,4.5
89,161,5.0
3556,161,3.5
5261,161,3.5
2492,161,3.5
5062,161,4.5
2486,161,2.5
4942,161,4.5
2267,161,3.0
4809,161,4.5
3853,161,3.5
2288,161,4.0
1648,180,3.0
5136,180,4.5
2824,180,4.5
3867,180,3.5
2968,180,5.0
3525,180,2.5
4323,180,4.0
2756,180,2.5
442,180,5.0
3556,180,3.5
5261,180,3.0
2492,180,4.0
5062,180,4.0
2486,180,3.0
4942,180,5.0
2267,180,3.0
3853,180,3.5
2288,180,4.0
5136,187,3.0
918,187,4.0
2968,187,1.5
3525,187,3.5
4360,187,4.5
2756,187,2.5
89,187,3.0
442,187,3.0
5261,187,3.0
2492,187,1.5
5062,187,4.0
2486,187,4.0
4942,187,4.5
2288,187,4.5
5136,194,5.0
2968,194,1.0
4323,194,5.0
89,194,5.0
442,194,4.0
5261,194,4.0
2492,194,3.0
5062,194,4.0
2486,194,5.0
4942,194,2.5
2267,194,4.0
4809,194,4.5
3853,194,4.5
5136,197,4.0
860,197,4.0
3712,197,5.0
2968,197,4.5
3525,197,4.0
4360,197,1.0
2756,197,4.0
442,197,4.0
3556,197,3.5
2492,197,4.5
2486,197,1.5
4942,197,4.5
2267,197,3.0
4809,197,4.0
3853,197,2.5
2288,197,5.0
5136,238,5.0
3867,238,3.0
860,238,5.0
3712,238,4.0
2968,238,4.5
3525,238,4.5
4323,238,5.0
3617,238,5.0
4360,238,4.0
2756,238,3.0
89,238,5.0
442,238,4.0
3556,238,5.0
2486,238,3.0
4942,238,4.0
2267,238,5.0
4809,238,5.0
3853,238,5.0
2288,238,5.0
5136,243,4.0
2968,243,2.0
5062,243,3.5
2486,243,2.5
3867,268,2.5
2968,268,5.0
3525,268,2.5
4323,268,5.0
3617,268,4.5
4360,268,4.0
2756,268,3.0
442,268,3.0
3556,268,2.5
5261,268,4.0
2492,268,2.5
2486,268,2.0
4942,268,4.0
2288,268,3.5
1648,272,5.0
5136,272,5.0
2824,272,4.0
3867,272,4.0
860,272,3.5
2968,272,5.0
3525,272,3.5
4323,272,4.0
3617,272,3.0
4360,272,5.0
2756,272,4.0
89,272,4.0
442,272,3.0
3556,272,3.5
5261,272,4.5
2492,272,4.0
2486,272,4.0
4942,272,4.5
3853,272,4.0
2288,272,3.5
5136,274,5.0
860,274,4.5
3712,274,4.5
2968,274,4.5
3525,274,4.5
4323,274,5.0
4360,274,3.0
2756,274,4.0
442,274,4.0
3556,274,4.0
5261,274,4.5
2492,274,1.5
2486,274,4.5
4942,274,4.5
4809,274,4.0
3853,274,4.0
2288,274,5.0
5136,275,5.0
2968,275,4.5
3525,275,4.5
4323,275,5.0
89,275,4.5
3556,275,5.0
2486,275,4.0
2267,275,5.0
5136,278,5.0
918,278,4.5
2824,278,5.0
3867,278,3.0
2968,278,1.0
3525,278,5.0
4323,278,3.5
3617,278,5.0
2756,278,3.5
89,278,4.5
5261,278,4.0
2492,278,3.0
5062,278,4.5
2486,278,0.5
4942,278,4.5
4809,278,5.0
3853,278,4.0
1648,280,3.5
5136,280,3.5
918,280,4.5
3867,280,3.5
3712,280,4.5
2968,280,4.5
3525,280,3.0
4323,280,5.0
3617,280,4.0
442,280,4.0
3556,280,1.5
5261,280,3.5
2492,280,2.5
5062,280,3.5
2486,280,4.0
4942,280,3.5
3853,280,3.0
2288,280,3.0
1648,329,4.5
5136,329,5.0
3867,329,3.5
860,329,4.5
3712,329,5.0
2968,329,5.0
3525,329,4.0
4323,329,5.0
3617,329,4.5
2756,329,3.0
89,329,5.0
442,329,4.0
3556,329,3.5
5261,329,3.5
2492,329,3.0
5062,329,4.0
2486,329,4.0
4942,329,4.5
3853,329,2.0
2288,329,3.0
1648,393,3.0
5136,393,5.0
2824,393,4.0
3867,393,3.0
860,393,3.5
2968,393,4.5
3525,393,2.5
4323,393,5.0
3617,393,3.5
4360,393,5.0
2756,393,4.0
89,393,4.0
442,393,5.0
3556,393,4.5
5261,393,0.5
2492,393,3.0
5062,393,3.5
2486,393,4.5
4942,393,4.0
2267,393,5.0
3853,393,5.0
2288,393,3.0
1648,414,1.5
5136,414,3.5
3867,414,2.5
860,414,1.5
2968,414,3.0
3525,414,3.5
4323,414,5.0
4360,414,4.0
2756,414,3.0
442,414,3.0
3556,414,3.0
5261,414,2.0
2492,414,1.5
2486,414,4.0
4942,414,4.0
1648,424,2.5
5136,424,4.5
3712,424,5.0
2968,424,5.0
3525,424,5.0
4323,424,5.0
3617,424,4.5
4360,424,4.5
2756,424,3.0
442,424,4.0
3556,424,5.0
5261,424,2.5
2486,424,3.5
4942,424,5.0
3853,424,4.5
2288,424,3.0
1648,453,4.0
5136,453,4.5
918,453,5.0
2824,453,4.0
3867,453,3.0
3712,453,4.5
2968,453,4.5
3525,453,4.0
4323,453,5.0
3617,453,5.0
4360,453,4.0
2756,453,3.0
89,453,5.0
442,453,4.0
3556,453,3.5
5062,453,4.5
2486,453,1.0
4942,453,4.5
2267,453,3.0
4809,453,5.0
3853,453,3.5
2288,453,4.0
5136,462,2.5
3867,462,3.5
2968,462,1.5
3525,462,4.0
4323,462,2.5
3617,462,3.0
2756,462,4.0
3556,462,4.5
2486,462,3.0
4942,462,4.0
2267,462,3.0
2288,462,3.0
5136,550,5.0
2824,550,3.5
3867,550,4.5
860,550,4.0
2968,550,4.5
3525,550,4.0
4323,550,5.0
3617,550,3.0
4360,550,4.5
2756,550,3.5
89,550,5.0
442,550,4.0
3556,550,3.5
5261,550,4.5
5062,550,5.0
2486,550,2.0
4942,550,4.5
2267,550,5.0
2288,550,5.0
1648,557,4.0
5136,557,3.0
3867,557,4.0
860,557,3.0
2968,557,5.0
3525,557,3.0
4323,557,5.0
3617,557,4.5
4360,557,3.0
2756,557,4.0
89,557,3.5
442,557,3.0
3556,557,2.5
5261,557,1.0
2492,557,3.0
2486,557,3.5
4809,557,3.5
2288,557,1.5
1648,558,2.5
5136,558,2.0
3867,558,4.0
3712,558,4.5
2968,558,4.5
3525,558,3.0
4323,558,4.0
3617,558,4.5
4360,558,3.0
2756,558,3.5
442,558,2.0
3556,558,3.0
5261,558,1.0
2492,558,3.5
5062,558,3.5
2486,558,3.0
4942,558,4.5
2267,558,2.5
4809,558,4.0
2288,558,1.5
1648,568,3.5
5136,568,5.0
860,568,4.5
3712,568,5.0
2968,568,5.0
3525,568,4.5
4323,568,5.0
4360,568,4.0
2756,568,4.0
442,568,4.0
3556,568,4.0
2492,568,4.0
5062,568,3.5
2486,568,1.5
4942,568,5.0
2288,568,3.0
860,581,2.5
3712,581,4.0
2968,581,5.0
3525,581,4.5
4323,581,4.0
4360,581,2.0
3556,581,4.5
2492,581,4.0
2486,581,2.5
2288,581,3.0
5136,585,5.0
918,585,5.0
3867,585,3.5
860,585,4.0
3712,585,5.0
2968,585,1.0
3525,585,3.5
4360,585,3.5
89,585,5.0
5261,585,3.5
2492,585,4.0
5062,585,4.0
2486,585,3.5
2288,585,5.0
1648,597,4.0
5136,597,4.0
918,597,4.5
3867,597,2.0
860,597,3.5
3712,597,3.5
2968,597,3.0
3525,597,4.0
4323,597,5.0
3617,597,3.5
4360,597,4.5
2756,597,4.0
442,597,4.0
3556,597,4.5
2492,597,3.0
5062,597,3.5
2486,597,3.5
4942,597,4.5
2267,597,3.0
4809,597,5.0
2288,597,4.0
5136,601,4.5
3867,601,3.0
3712,601,4.5
2968,601,1.5
3525,601,4.0
4323,601,5.0
2756,601,3.5
89,601,5.0
3556,601,4.5
5261,601,2.0
2492,601,3.5
5062,601,3.5
2486,601,3.0
4942,601,4.5
2288,601,0.5
1648,602,4.0
5136,602,4.5
3867,602,3.0
860,602,2.5
3712,602,3.5
3525,602,3.5
4323,602,5.0
4360,602,4.5
2756,602,4.0
89,602,4.0
442,602,4.0
3556,602,3.0
5261,602,1.5
2492,602,3.0
5062,602,3.5
2486,602,1.5
4942,602,3.5
3853,602,2.0
